"lat","lng","color","name","sid","nid"
"23.2611850","77.4262100","#45cad1","extra_yellow","HpVkjV-xwoUx","i327"
"19.1849037","72.9731840","#6ae8df","watery_copper","iFt26BMMVkOL","i328"
"10.9189477","75.9266956","#44d323","funny_silver","OYfLB1VfSfwm","i329"
"28.3748880","76.9332934","#b2fff6","inherent_chocolate","UykD77ksdFFU","i330"
"19.1461038","72.8380936","#d13bd3","sufficient_amethyst","Uzn4bRvnMglv","i331"
"19.2916879","73.0795360","#77f1f9","central_black","LEXDU7DkeGvV","i332"
"19.0506731","72.8351158","#c5dd66","broken_black","uDFNwPjgT9rZ","i333"
"28.4964667","77.0608320","#4ebf37","ugly_moccasin","qHEO8r9XHG2m","i334"
"12.7216576","77.8638956","#8a60c9","basic_cyan","FELaKXUxarIb","i335"
"28.5438478","77.1861747","#360c99","deaf_brown","XE7Jp4iU2x5Z","i336"
"26.3234113","89.4409887","#6ed302","delightful_crimson","_ohETx6NbuDi","i337"
"28.5770080","77.2212119","#33c441","bored_peach","ZJ5EfI95F4R1","i338"
"19.0262358","72.8743816","#ea98e3","indian_pink","18yI34XDpoDz","i339"
"18.6701743","73.7989078","#73dd7f","romantic_apricot","ExCo0Tf33HVl","i340"
"12.9751013","74.8077594","#f7dbb9","linguistic_red","UTpZ8Spm0qEl","i341"
"19.0176493","72.8641386","#92db57","related_fuchsia","WzMW4akscUmT","i342"
"13.0641282","77.9866713","#e7f7a0","fair_peach","usZe862Lr21_","i343"
"30.9320583","75.8502283","#d5fca9","distinct_brown","d6E_Zisf9xQK","i344"
"22.8974843","88.4261288","#23c9fc","double_gray","ZNhaUplGTOw4","i345"
"17.4410993","78.4502880","#fff1cc","rigid_aqua","y39anwmWSdFO","i346"
"21.0024591","77.8100512","#d8aaef","violent_harlequin","3LYUKdFXgAhy","i347"
"14.8769297","74.1153126","#349ca8","relative_moccasin","IC5t3PCs1dPM","i348"
"17.4411446","78.3661062","#8ca8ea","weak_coffee","c4eTyCXjplU1","i349"
"23.2632633","77.4269583","#dba4e8","ultimate_indigo","70an91ltXTdc","i350"
"28.4518706","77.0443843","#d13ebd","retired_blue","OcWlDx4v2CWR","i351"
"13.0147842","77.7095881","#ccad00","loud_gray","kXNSaxPRCFEh","i352"
"19.1884417","72.9869250","#f2dd8a","vivacious_blush","2vNFwN3E0Eij","i353"
"20.9528869","86.1267565","#6adbdd","incredible_indigo","QDeqTRpD4Syu","i354"
"28.6291746","77.2931041","#f2ffad","wet_coffee","QPiYx29FP3jB","i355"
"12.9470378","77.7036226","#edb4a1","brief_red","PXpSsPJtGSW9","i356"
"18.5313183","73.5479477","#48e8f9","puzzled_salmon","9eSojuA-pG0t","i357"
"22.1177920","83.1503264","#66b5dd","gentle_brown","svS1LCaoKsA-","i358"
"13.0776760","77.5015635","#ffb4aa","dirty_silver","nVYNA4y3krZC","i359"
"12.8578650","77.7858717","#90c633","toxic_gold","KIPBBZx2ROmM","i360"
"16.8784120","80.1288876","#ff5998","empirical_silver","sqCKalvSXMIJ","i361"
"19.0112274","73.0333330","#ea74fc","unpleasant_salmon","WEA-82lRWdff","i362"
"13.1021724","80.1734090","#3a4fc4","loyal_salmon","nbyIXWYdjKrD","i363"
"11.1938257","78.8744094","#a5f7be","other_pink","fgqdUQz1edrZ","i364"
"13.7038494","80.0202888","#74e8a0","sensible_azure","D4VwZRVNnWd6","i365"
"22.5922802","88.4403575","#b69ef7","sunny_turquoise","gqg_WE49GKDI","i366"
"12.9862050","80.2482633","#9cf4ce","japanese_maroon","Qt_kll2jo_eE","i367"
"23.0298544","72.4609715","#d08be8","advanced_lavender","f5UTS-UdTumT","i368"
"28.6072164","77.3756407","#f4b52c","unacceptable_white","VPyqzDVGlgHS","i369"
"19.1784790","72.8605942","#aec43e","remarkable_crimson","2muuLXVdCtws","i370"
"18.7279100","73.8354050","#d0ed2f","coastal_indigo","Od5auiBN0j-q","i371"
"19.2039261","72.8202603","#edc05e","plain_olive","NnciEnztDTLX","i372"
"16.6777250","74.2015633","#8e0801","human_violet","ucA_bzRfaw06","i373"
"19.8410023","75.2374755","#4dd6c1","squealing_purple","D2xpW0tchmf5","i374"
"28.6384016","77.2734547","#38c996","shallow_rose","hM0EzQL2byvq","i375"
"12.1382201","78.0264951","#84db2e","gothic_coral","86kF5KkR2AIp","i376"
"19.0165508","73.0867891","#018245","horizontal_crimson","JdqOK3xchFsj","i377"
"28.5481450","77.1016183","#6039ef","mammoth_peach","Z-hMhMN_QP4s","i378"
"28.5366016","77.3884424","#76e896","super_fuchsia","gMSS0YZlhCyi","i379"
"23.2518341","77.3986782","#32d390","comfortable_ivory","0W3z_qYUVTwQ","i380"
"19.0485883","72.8588700","#2c960f","feminist_olive","jDmk8pKbAyu5","i381"
"22.3815368","69.8296907","#56ea9b","testy_turquoise","3BPLDTipRCwh","i382"
"21.1781271","72.8661776","#27cebd","puzzled_turquoise","BZjWj4F017Rn","i383"
"19.0183577","73.0369398","#8160c1","very_emerald","Q-KYgkp8ZoLl","i384"
"12.8519138","77.6549118","#52c942","similar_emerald","yPcwPHCHgBVK","i385"
"28.5513892","77.2917029","#3ed8a8","husky_blush","26KvwowOWKcm","i386"
"19.2005367","72.8615233","#d11edb","deliberate_moccasin","UxakGRfkZ4yp","i387"
"28.6799385","77.2055892","#b2fffc","outdoor_olive","3ZOgWQwgo38S","i388"
"23.2608144","77.4286696","#6044ed","initial_amber","4yt00H5dWWnR","i389"
"28.6286924","77.2953542","#7ae8f4","smart_purple","yCl4ZMoiSK53","i390"
"14.8769297","74.1153126","#a2d121","appropriate_cyan","UUzOgk7HFr9m","i391"
"19.3459638","73.1570347","#e2ae12","prior_rose","Pj7641v2KJeW","i392"
"28.8307150","77.0944700","#d2abf2","social_jade","ilXr1b9V7vE9","i393"
"28.6034893","77.3779302","#141487","entire_amber","K2dWqzZ_O5LF","i394"
"28.6262783","77.2887131","#8b83ef","naval_ivory","VsuyGeGqtrT9","i395"
"18.9629510","72.8307605","#dd0b31","innovative_tomato","gh39dbtyCzMQ","i396"
"19.0645709","72.8812331","#ddd018","whispering_amaranth","t8J0rVNjiUzg","i397"
"21.4046974","72.9233771","#47ff7e","spotless_coffee","z0x2UTNWKRg_","i398"
"15.3864680","73.8184333","#63aee8","coastal_yellow","t2D9-KamBRax","i399"
"19.1892339","73.0223156","#fcc7fc","hard_white","TBLh-ZLvuJHv","i400"
"15.3864478","73.8185073","#bcaaf7","statistical_amethyst","z10-qd9pBKtd","i401"
"13.0539449","77.4803227","#95c934","moral_brown","NKEP1WFiasZ5","i402"
"19.1778584","83.4222802","#cfb6f9","whispering_yellow","3-J2VDtdd43L","i403"
"12.9547318","77.7109894","#78ed5e","misleading_crimson","9HnfTAkOYeT1","i404"
"19.4392414","72.8632717","#d35f70","noisy_jade","x1IM8QeduhAV","i405"
"12.9335860","77.6356679","#336496","proud_amaranth","DwGXQe99rhi1","i406"
"12.9052523","77.6242753","#1ac96b","plain_indigo","Q70wJsKb6ful","i407"
"12.9561100","77.6555967","#ba8316","puzzled_azure","Ny3LLj7db9o2","i408"
"28.5099400","76.9952192","#9de9f2","governing_turquoise","axzFt2NHX_g5","i409"
"21.2189369","81.3335353","#51e2a1","experienced_salmon","xNKcdJqdgK-2","i410"
"22.4882303","88.3492569","#e15dfc","compatible_coffee","ZhKe2AcZNlCX","i411"
"18.6827980","74.1267487","#372af7","grotesque_indigo","NTXHAooYleQj","i412"
"28.7070576","77.2056804","#c6a1ea","melted_aquamarine","1qZYoJenWizd","i413"
"28.3734952","76.8883313","#c8f280","mild_coffee","AGXW887iP42b","i414"
"19.0249903","72.8735830","#efe069","breakable_amaranth","CqzdsFZRXMqC","i415"
"17.3952153","78.4903468","#d1bef7","productive_turquoise","_bjZG0bVgG0H","i416"
"28.5977489","77.3740011","#37dd90","adverse_apricot","Jgbf99sh0BWf","i417"
"26.2350917","72.9610100","#d489e5","supposed_crimson","x7sQcqKws6Kg","i418"
"21.1963583","72.8626783","#9e160f","novel_turquoise","S-KOUEro6-uv","i419"
"28.4408254","76.9952611","#eab2f7","sudden_indigo","cAlwbsAAsu-J","i420"
"28.4027417","76.9432733","#f47fa0","territorial_lavender","c6h1n2ruNM-z","i421"
"21.1736742","72.8543172","#e55ee0","bottom_salmon","3_z1kb3yJ-HJ","i422"
"12.9613454","77.5423790","#ffafca","exclusive_blush","lzjAIz3l-G8P","i423"
"23.2143733","77.3938917","#b4c62b","important_plum","yZnxo-9_8Ngp","i424"
"26.8911745","75.7793252","#abc2ea","little_peach","z0PdaRBE1Tgb","i425"
"19.1170250","72.8394583","#a4c647","careful_fuchsia","RTMz_Wr3RMIj","i426"
"28.5366300","77.3884259","#b253db","accessible_maroon","WVkQhiers67-","i427"
"23.2518342","77.3986835","#028a91","short_magenta","IEhJchwwzVxh","i428"
"20.3704783","72.9506531","#d3655f","concrete_plum","0bqb5yoIhrmQ","i429"
"18.9546485","72.8371907","#9410c9","tall_ivory","smJK7Df_SjAZ","i430"
"28.4927828","77.0216418","#e81071","marine_peach","iEVZLC_LftJ7","i431"
"28.3762252","76.9330143","#e218cb","independent_copper","6i0l4CIBoFpR","i432"
"28.6493347","77.2360248","#a9f9c9","autonomous_copper","qJDBNawLgmKA","i433"
"28.6072164","77.3756407","#9d5bc1","constant_tomato","OnaALPPWra_j","i434"
"17.3989527","78.3331730","#1914ad","odd_tomato","UAj0lzXzd_QZ","i435"
"19.1286104","73.0012308","#b76bf9","korean_apricot","2ADzXKs5dDLc","i436"
"18.9536161","72.8210835","#6ed660","fragile_aqua","eZ-Mrp3fxXhW","i437"
"21.1175838","79.0459299","#071a93","sure_apricot","jkAWitKEk9zF","i438"
"28.5237467","77.0778053","#d81c45","like_violet","UmOKDDcG1t07","i439"
"13.0145896","76.1015465","#a8ffbc","broad_coffee","AssT1jQtGKH4","i440"
"19.8412453","75.2392535","#fc6f9b","sticky_sapphire","Ek7BNYDxcPVe","i441"
"19.8406717","75.2375350","#aefcef","male_maroon","aFY4w22WYAq6","i442"
"23.1327526","79.9661054","#d8457d","yummy_blue","fS12iz8oaGFP","i443"
"26.9077053","75.7947391","#ef90f9","delicate_olive","HxqcDhqvw5G4","i444"
"24.8850250","74.6279683","#6800b7","necessary_tan","7NJyOnXZstM0","i445"
"22.8471664","72.5949730","#27f99b","cool_indigo","viWyXYAaGNFD","i446"
"28.4506846","77.0750288","#8fc5d8","rational_salmon","nZJdsLhg0Iyq","i447"
"30.6940372","76.7140309","#f2a354","empty_peach","5sA5V8GQwU7u","i448"
"21.1735940","72.8755760","#1d3b82","mass_blue","7uE1q8-gXn3b","i449"
"12.5651909","77.6812538","#efd194","marxist_gold","_pEkHFW05nov","i450"
"20.3339223","72.9571397","#ccbbf7","hard_olive","8d3v-S95Kg-s","i451"
"18.4255004","73.8113393","#0f3c68","conceptual_gray","vF_LAl4QGcJH","i452"
"28.6470400","77.2140167","#bddb59","warm_emerald","swapwQ74r6k2","i453"
"28.7141560","77.2068400","#ed1f10","tall_lavender","2zvhoJsC0L_l","i454"
"14.8771064","74.1155842","#a3c7ed","charming_aquamarine","X6sgMdCLPdbB","i455"
"19.1461403","72.8381112","#c0c3f9","good_jade","TV1HG-Pjf-SM","i456"
"28.6453540","77.0954198","#f998f1","busy_magenta","Dqv4GLkEGGnK","i457"
"21.1503957","72.8263108","#ef1ada","familiar_harlequin","fqt72QQQ5Y9Y","i458"
"28.8805164","77.1152955","#88ea95","intellectual_silver","CaVqTAWgzVGn","i459"
"21.2533997","81.6575625","#f4cc97","conscious_tomato","Q_H5Xivd8DJ0","i460"
"19.0990924","72.8917169","#6b49e5","rigid_maroon","9crhKsimoFrk","i461"
"21.0023678","77.8079575","#bcefff","implicit_ivory","beU849zgsH9s","i462"
"28.6634597","77.2088737","#f29991","uncertain_orange","cqqiM8ME0orS","i463"
"22.5890222","88.4313351","#64d80a","shallow_violet","zgbO6SUMZOgX","i464"
"28.5252112","77.0805586","#0f5e70","homeless_fuchsia","PF4zXdeGxW6F","i465"
"17.5015783","78.3828850","#fcbfc1","splendid_chocolate","nwXO8yxg8Nnl","i466"
"28.6489421","77.2356655","#83fce0","keen_crimson","kzpynqPNJ6cx","i467"
"17.4407358","78.4464578","#2bef48","united_indigo","9wO3SkGbi_db","i468"
"29.8769967","77.9018067","#2db770","married_harlequin","KOAgfvZALY9M","i469"
"28.5482150","77.1015500","#9cc423","welsh_amber","sl-nCROiSPIV","i470"
"12.8861028","77.6396355","#cec4fc","deep_lavender","JyEe7zgXo3hR","i471"
"28.4417576","77.0207249","#2bd876","interim_azure","VQ0VZw-IIPWp","i472"
"28.8303238","77.0944454","#9b73d6","arrogant_apricot","Y54-2DKjbupt","i473"
"19.0270567","72.8738117","#e27f94","compact_crimson","J73QNWk__ONe","i474"
"18.7542603","73.8593440","#61ede1","given_pink","haZVGDt4h6Gm","i475"
"19.1784790","72.8605942","#ea8acd","helpful_copper","-mwMe8N3VqMi","i476"
"19.0626976","72.8441854","#d85dbb","dark_coral","nH7znC7uPYZ9","i477"
"28.5127428","77.0789824","#b2d62f","chemical_fuchsia","OsJaepyS4xpo","i478"
"17.0972818","78.3089900","#efad6b","wasteful_black","3qcWjCLiuBXn","i479"
"28.6708117","77.1691033","#4e54e8","fluffy_bronze","9KTk33BSaP6A","i480"
"12.7221068","77.8647766","#89c105","neat_pink","oi_6XNA-sMbA","i481"
"28.7217773","76.8720145","#f7afa0","curved_coffee","kzbvwwnQQfmO","i482"
"17.4193249","78.4647353","#5470b7","faint_azure","ijBseoPdAiYv","i483"
"11.0700905","76.0558251","#7847ad","anonymous_blush","cgpjUB4hs4ao","i484"
"11.0088136","78.0345284","#5deae5","digital_rose","ss8zHDO8hHuh","i485"
"22.1061129","83.1299224","#354fa5","unemployed_tomato","UuB-eOtkxYr5","i486"
"19.0382997","73.1035880","#ffc6c7","general_indigo","TUwwxBbEd1jj","i487"
"17.3577100","78.3789018","#72d60e","promising_silver","plh9hGhHuyfW","i488"
"19.2004700","72.8616050","#efacad","useful_aquamarine","fvJZIvJBxUVW","i489"
"23.2143067","77.3937967","#83eabd","real_amaranth","5mRqKmChuWC8","i490"
"25.4406000","77.6106894","#fc83fa","flat_blush","MDNjFxRziRL8","i491"
"17.3343333","78.5735988","#c6292c","narrow_scarlet","sEXuBVxBZa4w","i492"
"19.8641246","75.3258382","#3a69c1","permanent_blush","OMU5x0203z32","i493"
"19.2233000","73.1526817","#c68e43","agricultural_sapphire","ocsnSut5J5hk","i494"
"17.4212290","78.4321312","#f209ee","aware_crimson","qgWnfNxgfcG-","i495"
"28.5474780","77.2143100","#eae081","sparkling_red","wsORwMhtvCEl","i496"
"28.6790206","77.1562567","#b5b5fc","screeching_violet","l1h0dIxKrkzc","i497"
"25.2834588","83.1106404","#fffcad","bored_magenta","LxRoaqhDjoMy","i498"
"19.1461038","72.8380936","#ffc9fd","frightened_amethyst","QMNbjS43gnuF","i499"
"21.1609872","72.8779476","#afffcc","used_harlequin","ZLiwNjoLvquD","i500"
"22.2794060","70.7560816","#db6e25","determined_azure","LUAF1fksvqEf","i501"
"17.4412885","78.3658329","#ea3c8e","crowded_rose","LN76DDqNDec-","i502"
"19.0720268","72.9174888","#9fe076","secondary_olive","hxEqfXgZ4sg3","i503"
"28.5976700","77.3740167","#16ce02","known_black","UNYQxMDsc9iq","i504"
"28.5550831","77.3452995","#079137","equivalent_beige","c5VROO0v4I5T","i505"
"14.8770825","74.1155620","#44e5a5","steep_sapphire","DAJbmKmjwSkL","i506"
"31.2197733","75.7633200","#be04f7","weary_moccasin","N3lLVlfRX3_6","i507"
"12.9172528","77.6036455","#e026ae","acute_azure","v8Ezm4c6Luxg","i508"
"12.9351008","77.6891328","#1af262","shiny_amber","oj_L1SfZgO0A","i509"
"15.3864523","73.8184524","#5879b7","evil_bronze","BGCcWmh990hm","i510"
"19.0990998","72.8917119","#d458e8","grey_tomato","tBjAH1ROqRKE","i511"
"29.9357519","74.9449941","#c2f731","agricultural_jade","MYPHbF5xSGNy","i512"
"28.4676620","77.1315798","#f4d0a8","furious_coffee","ZDBwD1uhi01a","i513"
"28.6231322","77.2947218","#ed497d","fierce_apricot","Z4P3fm0iTfa1","i514"
"10.0451853","76.3307961","#73e86f","outdoor_rose","cfRDOea9Pmd8","i515"
"19.2916886","73.0795365","#fce7c7","mathematical_emerald","hKKztrQ4Fped","i516"
"23.1363669","79.9691033","#fca5ff","itchy_black","_pV9m8c80KBF","i517"
"21.1742147","72.8557878","#db7d55","multiple_lime","nNUV2DjbWE78","i518"
"12.8232150","77.6035333","#5edbc6","occasional_gold","dgY-NQtte-Pm","i519"
"28.6914184","77.2685860","#c63521","collective_plum","rQh7DIWjNKAT","i520"
"28.4968736","77.0594710","#b0f9a9","excellent_tomato","9IaMESQOMcd5","i521"
"19.2236773","73.1358825","#c4ea83","mysterious_gray","vqDWJZj0P9F2","i522"
"25.1792671","75.8829730","#fcc4b3","jealous_crimson","O7c-m_Wxw3of","i523"
"12.9135088","80.2335474","#b52815","dark_amber","k3QC_UIFWNWW","i524"
"28.5481717","77.1015567","#f4cd2e","elegant_purple","1SeR1g0YAM9b","i525"
"22.7715828","75.8955057","#e53458","minor_amaranth","mNwXwmBbyFA4","i526"
"18.9629510","72.8307605","#acf99d","slow_gray","cfAQNLgs8_lx","i527"
"28.5252112","77.0805586","#ff8f54","medical_white","siWIyyHE-mCn","i528"
"13.0538857","77.4804941","#fc004f","acceptable_black","E2bL25YXXRyX","i529"
"19.8401900","75.2356967","#e06d47","purple_coffee","k3-Zo8AtMrb_","i530"
"12.8825718","80.0784480","#565bbc","collective_purple","zIkMMzkoFxF7","i531"
"18.7797566","73.8387855","#ed95ca","rough_gold","JwLT6hLDd1dn","i532"
"22.5882095","88.4299382","#ccfeff","tough_plum","zK8WPnL2HYys","i533"
"21.1736000","72.8550267","#3042ba","ambitious_blush","b0N9Wn3X8Mes","i534"
"21.0065791","77.8104596","#7be0a8","german_pink","VPrBIL6vEea5","i535"
"26.1263394","91.8066970","#6ff94f","domestic_salmon","eS8ehRQtlOkP","i536"
"28.6287195","77.2953024","#45f9f0","liable_harlequin","O4iY0h3j8w47","i537"
"13.2487209","77.5610736","#058c44","governing_ivory","WeGpWkf48YiA","i538"
"11.1096200","76.0518417","#0020db","gothic_crimson","G3K7ljQatz3n","i539"
"21.1963833","72.8626326","#fc4469","puzzled_ivory","1zmG75LyZt3Z","i540"
"28.6475133","77.2145617","#40f7e5","marine_coffee","ECiZo6hnsu5o","i541"
"28.6799045","77.2054922","#76f2cf","other_coffee","zIs9UZNNy3Xu","i542"
"18.7623289","73.8668459","#fff963","beautiful_green","_U1Z08ojtgjF","i543"
"28.6081916","77.0537479","#db755c","cheerful_amethyst","8rBv2gNynmS9","i544"
"22.3815029","69.8296279","#bcffad","broad_turquoise","nQ82xNJfz_r1","i545"
"28.5452955","77.2993681","#e56494","moaning_scarlet","f56WQx9amVyq","i546"
"18.4256140","73.8113263","#f7e816","clever_tan","aSHAgsXPsqMI","i547"
"23.2610834","77.4280631","#f9595f","evil_gold","eN4VIra58EvD","i548"
"17.4044357","78.4439652","#ccffb2","immediate_amaranth","QtcMCz4TT7if","i549"
"20.2615200","72.9445600","#e082a6","scottish_bronze","P54gC_xDod9d","i550"
"12.9052417","77.6242623","#56ff02","magnificent_copper","Y8SzMCe1cqS6","i551"
"28.5840263","77.3222119","#f47cec","allied_turquoise","k8aj-BYF_lxH","i552"
"28.5366600","77.3883993","#00e870","chinese_crimson","1UByZr1s_5qp","i553"
"8.1896595","77.6998825","#a1db59","classical_copper","FBnme4tTJ-50","i554"
"28.6496588","77.2356655","#88d2d8","turkish_amber","-sJg555U_mqs","i555"
"28.7175241","77.2228105","#c94442","splendid_emerald","Y0rwY7NBcNs5","i556"
"19.2038050","72.8202567","#8789db","violent_purple","5dEZhZIyTzTh","i557"
"21.1751444","79.1129653","#f71820","semantic_lime","jsrw6i6LLMkI","i558"
"28.6330554","77.2836601","#2cc605","resulting_beige","RR5XGT1oJNRs","i559"
"28.5138417","77.0675500","#87e9f2","added_aquamarine","jsrYn6OoMPeo","i560"
"12.9239269","79.1352175","#77f4d3","exclusive_moccasin","YzO046V3Ke88","i561"
"28.6545894","77.1799981","#3126d3","fine_olive","3b6ru_vr03h3","i562"
"19.0223844","73.0955988","#45d635","cognitive_brown","YIsnVLhUk4C-","i563"
"18.9678974","72.8258960","#48f971","wandering_amber","hAVZpeBeShk-","i564"
"11.1991411","77.3301411","#d3171d","narrow_pink","El70rjOdh31v","i565"
"14.4164473","78.2232336","#21bc81","soft_pink","MICbGrSy7dEE","i566"
"21.1625419","72.8790726","#e58bab","wet_scarlet","2er4pTEC3hIf","i567"
"28.6112734","77.2935136","#71dd71","conservation_tomato","NIz34Lcud630","i568"
"28.4967480","77.0593098","#8a5dc1","loyal_aqua","7TJTYFfJFfmP","i569"
"28.5932368","77.3096469","#2564a3","spicy_magenta","LG2alGLGOIp8","i570"
"28.4967375","77.0593173","#fce91b","classical_red","J5stD4MCADpA","i571"
"28.5252112","77.0805586","#e4ffaf","bright_turquoise","54zrBvEGm7bB","i572"
"12.9717046","74.8087893","#a7eeef","near_cyan","-PJTcBYJrkgI","i573"
"21.1493491","79.0773862","#b57ed6","emotional_apricot","X4s7mD4opGzn","i574"
"12.9735883","77.6421883","#829e1c","high_plum","vr7cv_BJEVvO","i575"
"19.2234067","73.1526350","#e28785","dusty_violet","V7rUDkeIx0No","i576"
"28.6439953","77.2780320","#61d644","fixed_teal","6VMkTZqbFTgD","i577"
"15.7656783","75.1200883","#91b72f","brainy_aqua","H1208P1-cPKw","i578"
"12.9695283","80.2446403","#ffc682","noble_azure","sTZWfDqCenFV","i579"
"28.5481850","77.1015717","#8692d6","crazy_chocolate","D6RyBzONg8rG","i580"
"13.0481373","77.6331624","#0538a8","circular_beige","Wm-6xgt0_Tlx","i581"
"28.6440036","77.2781192","#4809a5","ultimate_lavender","6S5OvrZanCUb","i582"
"12.9135477","80.2335583","#d466e8","quiet_pink","A7Q8AbvLQ94h","i583"
"28.5999893","77.0787646","#e043d5","dull_ivory","2_qqF5Oi__mL","i584"
"12.7860733","77.6473350","#c59eef","worthwhile_sapphire","vlU30NIonV31","i585"
"28.4967934","77.0592776","#ea70bf","nervous_magenta","R1zMTILed9aH","i586"
"12.9259994","79.1338112","#28e3fc","stiff_orange","wwnxH9kQjlPB","i587"
"17.5015983","78.3828733","#fca6e2","sensible_moccasin","tP99YCyGYgXD","i588"
"28.7379083","77.2000400","#ed7331","spare_magenta","2JoqcoU0aCr8","i589"
"19.1569732","72.8540078","#dd2779","encouraging_cyan","NS9tGI39X2op","i590"
"28.5247667","77.0781933","#a9f9e7","uncertain_violet","JnAbkW-WieoU","i591"
"19.0068649","73.1032645","#16ad50","total_rose","gCn2dNEwsUKv","i592"
"28.4027783","76.9432617","#0522c6","consistent_green","vtBR_Vyfoyo6","i593"
"21.4478989","73.2946105","#ce84f9","protestant_rose","bqmmrG-T-25O","i594"
"12.9628159","77.5446290","#3045ad","angry_blush","8lHtzG2gkVQj","i595"
"12.9417965","77.7011293","#34d187","various_gray","rR3ROG6l3xkD","i596"
"13.1414990","77.6192540","#f104f9","cuddly_blue","_dClRkKlD4oA","i597"
"19.0990736","72.8918586","#7de0a1","inc_blue","RyqJnSq6NLQo","i598"
"19.0639300","72.9257950","#fc6f64","boring_purple","HfMxqLf2OVP4","i599"
"12.8856088","77.6398438","#63d352","solid_blush","JEPkRlnZk5OI","i600"
"28.5733168","77.2216831","#ffbade","disabled_crimson","s1sDCifm4DUD","i601"
"19.8641246","75.3258382","#d1ffa3","civilian_plum","lk12TvI83eFq","i602"
"12.9078775","77.6109281","#bdb7f4","long_brown","M29eXnV8NAdW","i603"
"18.7623256","73.8668455","#44dd7a","steady_coral","tqQ7lzGtuv1q","i604"
"17.4025508","78.4485851","#87f779","formidable_emerald","aG8x10E4AzRR","i605"
"21.1995367","72.8688517","#8afce9","immense_amaranth","-5Lr-LaKaX7D","i606"
"28.6089478","77.0553363","#e0678d","living_purple","pqIyUCmqn_0e","i607"
"12.8780129","79.1357825","#b3ccf2","statistical_sapphire","AIZKrIxzQIoD","i608"
"19.1468969","72.8432634","#9df2de","unaware_amber","uNG9xDxGkoPc","i609"
"25.1706139","75.8594460","#f7dbb2","marginal_white","_UFK0AMo4I6K","i610"
"19.0627492","72.8441471","#bcd83e","presidential_rose","gjW3GhtVDSN7","i611"
"21.2286592","81.6692616","#03bc1c","unacceptable_olive","ShXCHoNBrDpE","i612"
"15.5838887","73.9622490","#d6a719","convenient_copper","8rnDmjeJKP-l","i613"
"19.0270883","72.8738533","#9ac6e0","miniature_bronze","j7NFYEoSgl3k","i614"
"28.4967865","77.0592503","#433ea0","enchanting_salmon","o2WoZYoW8PAs","i615"
"28.6331083","77.3989083","#002e93","panicky_white","Y3L6Uof_2wVl","i616"
"28.6286566","77.2953669","#d3aaf7","rival_black","6dtDNRezpsoW","i617"
"19.0270737","72.8738223","#68e226","nearby_violet","cKRb6c0o-xZD","i618"
"28.5366087","77.3884092","#f4d5a8","quiet_teal","v-O60MwzToxO","i619"
"28.6331359","77.3988303","#fc648a","willing_lavender","YNN7JQh8ihVh","i620"
"12.9484660","79.9709270","#93a5d8","pleasant_black","8NBNAkuR9JD9","i621"
"19.1255855","72.8221910","#c708d8","right_red","ZxMDWATaqrZ4","i622"
"19.3459705","73.1570829","#d3ff96","married_turquoise","GeY2w4qSfBcY","i623"
"21.1735180","72.8549971","#d224d8","fat_maroon","F-kAQTcsggT-","i624"
"19.0771077","72.8397248","#44840d","clear_aqua","jZOJXLDifylv","i625"
"12.9723998","74.8097983","#f2c8a7","sharp_magenta","x7HzcQrF3z80","i626"
"21.2007260","72.8683480","#695eff","accused_gold","-1hY_eD2oSN1","i627"
"14.8770862","74.1155434","#6aabfc","alleged_tomato","MQtxcVMW-3vN","i628"
"28.6281239","77.2802407","#c0ffb2","anxious_violet","lqkqErs4s1cK","i629"
"28.1027453","76.5935831","#e164f4","administrative_beige","6zjsaEL6MpMC","i630"
"23.1261693","79.9666512","#fcf3b5","visible_silver","R1WroUPRv5ke","i631"
"19.7091577","72.7785762","#7ef92c","fat_harlequin","Bf-qFgWO6zoK","i632"
"28.5427039","77.3007704","#c617a6","obnoxious_moccasin","YZNMC19nKnjH","i633"
"13.0444211","77.5759114","#f7907e","colonial_emerald","m_cbiPpMtTs3","i634"
"18.7541011","73.8580854","#3b9eaf","ashamed_maroon","-oa5tGn9wj_d","i635"
"18.9629510","72.8307605","#69a31f","native_scarlet","0LdtG5mY3iOn","i636"
"29.6985015","77.6726481","#e75dfc","unacceptable_amber","2PEjAJSQQqsE","i637"
"19.0250779","72.8722760","#e2c271","semantic_lime","2hzmBmlP7xtd","i638"
"11.6615353","75.5913440","#80f784","central_olive","JCwyJRBXwwNe","i639"
"28.6916596","77.2665566","#7cf9e9","developed_coffee","jbwTbSMP_4HR","i640"
"22.6082867","75.6808067","#ea44b3","front_salmon","_fDi5wjdy94x","i641"
"28.4711208","77.1326966","#428dbc","important_turquoise","YSANu1zgqw5C","i642"
"21.1200758","79.0213178","#90f780","principal_sapphire","j2R03MM67Nya","i643"
"28.5143817","77.0677433","#d457ed","bloody_coral","bkWwQHqV63ge","i644"
"13.0065382","77.4660010","#961b29","neighbouring_tomato","OD5YjidTVQr-","i645"
"12.8374423","79.9444774","#682fd8","tame_crimson","FlIW3exjBr15","i646"
"22.9875254","72.4959873","#0d406d","sad_blue","H1_aXWQ3dPHb","i647"
"28.5365400","77.3145972","#68d8a4","legitimate_purple","hQCwlsRWpTYZ","i648"
"28.5166182","77.2021645","#a6d1f4","misleading_red","tDM-rOXZriQR","i649"
