"15.1390752","76.7123396","#bac918","concrete_fuchsia","9QueBw1EYpJaI","i35999"
"20.9656380","86.0102037","#6b07bc","possible_maroon","3JtVai8ZePIrG","i36000"
"28.4380040","77.0426923","#efd862","quick_blue","5kkRUqZYetUdn","i36001"
"19.1938788","72.8135938","#162c84","private_yellow","xpndIxHmcxJlA","i36002"
"19.4464317","73.3219233","#6bff97","surprised_orange","WeRe3ETfTL-Vu","i36003"
"21.1762350","72.8745417","#1b9615","abstract_amethyst","BR_NFTo0lo0dd","i36004"
"17.9737543","83.1546578","#add7ed","classic_bronze","1xetzuREwMJ4J","i36005"
"19.2853974","72.8738134","#41289b","equivalent_olive","WY2_vRGBzBZRP","i36006"
"19.1463222","72.8383752","#f2a893","consistent_jade","1Yapanl1LTSx7","i36007"
"12.8423600","77.0480250","#8437d6","superior_salmon","FRgGsYeA96_Ih","i36008"
"18.7621751","79.4791957","#051c8e","direct_copper","ClXNy2BvuC16I","i36009"
"28.3905500","76.9381917","#379bb7","mushy_jade","MBjW4UtwjJtFJ","i36010"
"17.3832869","78.4748197","#ea6bba","sensible_azure","ZTeXPworvzXZP","i36011"
"17.4874841","78.3956316","#6de552","salty_green","2cqI0LYv4xon_","i36012"
"24.4659083","72.7705867","#f48a75","enchanting_yellow","MCiiHKGq5qr_4","i36013"
"22.4714630","88.0429472","#0aaf73","suitable_amethyst","aI8fG3ix8GLgI","i36014"
"21.1504933","72.8189333","#4c86b2","rotten_white","zGiKOlizgjgzt","i36015"
"18.7631120","79.4713569","#b37fe0","hostile_turquoise","4q65KdIOGWIMo","i36016"
"18.9668243","72.8250622","#d987db","lucky_purple","ms03NV4Wvjush","i36017"
"19.0730698","82.1848935","#abfcc7","hard_magenta","78gBrbobFnUxz","i36018"
"23.0631314","72.1734754","#c5ed61","active_yellow","apa9zA6C8QHQR","i36019"
"19.0724523","82.0206099","#58d35f","arbitrary_blush","k6TDh0JSbiKTm","i36020"
"10.9966191","76.3924735","#ffc1e5","thoughtful_amber","B3YguEmEG_99L","i36021"
"12.7070766","74.9083319","#0d2bd8","famous_black","wW2eB5FQVUrNB","i36022"
"25.3120149","82.9619452","#2d95e5","eligible_teal","hP_tKSdvLfejY","i36023"
"15.3992781","73.9168847","#44e5bd","sole_ivory","AfN8B96E6_6le","i36024"
"20.3892766","72.9083462","#f7cbbb","elegant_chocolate","YjHov0j9Iz_Id","i36025"
"29.3608217","76.9535833","#f287d9","due_cyan","jefuC4zR-4YWX","i36026"
"25.9105204","71.3707472","#c9d2ff","occupational_fuchsia","i2TETLKAFPdy6","i36027"
"28.4934529","76.3780338","#2d1bb5","young_teal","61P8g2z87USXr","i36028"
"13.7335579","80.1639296","#edb5f4","inherent_coffee","Y9JKkB4RwB3LG","i36029"
"28.1271548","76.5999745","#3146a5","fatal_violet","bJDAPMxLYtgur","i36030"
"18.5608282","73.8124135","#66f9cd","combined_magenta","HPk-yahELoVmF","i36031"
"28.5264484","77.0773889","#a7f4a1","angry_orange","_93OKhnRj9S25","i36032"
"21.1644215","72.9739221","#d76aed","other_gold","TLVFLrBzCWiwB","i36033"
"22.9547859","72.5522334","#f24167","loyal_white","N4fi9EhwEBSsv","i36034"
"18.2539097","73.8916124","#aaffd0","homeless_yellow","dikr06ehOf-Jj","i36035"
"21.2458750","72.8463833","#ea7b79","chinese_bronze","bkJe-tigSYJAh","i36036"
"13.0788704","77.9921309","#b8f29b","empirical_amethyst","T5SKXlqd9YSCF","i36037"
"22.3899259","69.8692959","#9bd63e","noisy_magenta","3lVqhqoFrROg-","i36038"
"22.5010190","88.4093842","#ef327e","mature_sapphire","TleQ5giZo2rmp","i36039"
"28.6055078","77.0240924","#46ce85","ethnic_coral","BYAc1jlmrfx8Y","i36040"
"21.2460244","72.8463936","#78f263","brief_cyan","vl8k6-VA1ATfP","i36041"
"19.0156084","72.8653646","#d65c46","anxious_green","IA5mgDQhN6YDN","i36042"
"12.9265937","79.9171476","#ed462d","similar_rose","on_ig2W8bRi5o","i36043"
"27.3398119","75.5813138","#12d135","useless_ivory","Ki453XB_3VgIp","i36044"
"8.4839022","76.9361074","#9ee03c","geographical_ivory","inBVT93dv4fhr","i36045"
"18.7425924","79.4925017","#c2defc","yellow_red","NQej-_nZ55dPG","i36046"
"17.4335633","78.4273133","#b72d26","cuddly_brown","UQx0aMtaGxfzt","i36047"
"17.5976711","78.1163085","#9fff7c","massive_sapphire","PtehdjDbUPl7J","i36048"
"28.5161200","77.1659267","#207c87","strange_blue","JXg8lGBazqvAN","i36049"
"21.1994952","72.8687282","#94f7b3","friendly_scarlet","-mkzKAV-B1zK5","i36050"
